https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ADA,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1703808000000,2023-12-29 00:00:00,ADA/USDT,0.60633,0.60777,0.57,0.5878,17715922.2474,29827701.9687,9089197.294,15303309.261,435506,0.59403
1703721600000,2023-12-28 00:00:00,ADA/USDT,0.62502,0.645,0.56,0.60642,11088531.5225,18025403.2037,5723749.5117,9300803.2276,263478,0.6155
1703635200000,2023-12-27 00:00:00,ADA/USDT,0.60105,0.63003,0.57535,0.62502,14449038.5246,24081737.146,7596502.476,12657969.6406,356812,0.60026
1703548800000,2023-12-26 00:00:00,ADA/USDT,0.61,0.6177,0.57173,0.60117,18670035.4007,30949081.7958,9613881.4605,15936069.7734,469333,0.60341
1703462400000,2023-12-25 00:00:00,ADA/USDT,0.56249,0.61,0.55266,0.61,10430913.7315,17954911.0633,5437648.4124,9359408.2147,257852,0.58138
1703376000000,2023-12-24 00:00:00,ADA/USDT,0.57409,0.59876,0.56002,0.56265,7990411.9534,13667010.1157,4157772.1086,7111285.5506,193856,0.58486
1703289600000,2023-12-23 00:00:00,ADA/USDT,0.61495,0.61583,0.53967,0.57429,19816207.7848,33313512.9719,10299860.9896,17316678.0956,502792,0.59493
1703203200000,2023-12-22 00:00:00,ADA/USDT,0.62369,0.64,0.56949,0.61507,17293239.1727,28164363.0759,8948414.6649,14574723.4829,419203,0.61425
1703116800000,2023-12-21 00:00:00,ADA/USDT,0.57413,0.62679,0.451,0.62383,11630043.75,20735448.4077,6066456.8562,10812836.4914,291149,0.5622
1703030400000,2023-12-20 00:00:00,ADA/USDT,0.56945,0.58999,0.46,0.57407,16587011.6292,28778537.7516,8653926.9575,15013644.2931,416703,0.57642
1702944000000,2023-12-19 00:00:00,ADA/USDT,0.57911,0.59577,0.52,0.56902,11176115.351,19417673.3512,5839978.1297,10146535.7941,261029,0.57579
1702857600000,2023-12-18 00:00:00,ADA/USDT,0.57355,0.58838,0.53556,0.57825,17084175.9225,30271714.2581,8891692.7571,15757078.8505,414066,0.56455
1702771200000,2023-12-17 00:00:00,ADA/USDT,0.59827,0.60345,0.5601,0.57346,17057724.5466,28995123.3378,8922715.5884,15168516.5682,401033,0.58838
1702684800000,2023-12-16 00:00:00,ADA/USDT,0.56677,0.6053,0.56621,0.59837,17979082.6413,30361010.1855,9447618.9325,15953305.7942,451631,0.59225
1702598400000,2023-12-15 00:00:00,ADA/USDT,0.61784,0.63,0.5601,0.56688,15174740.2966,25108141.5042,7873547.6834,13029519.679,360575,0.60501
1702512000000,2023-12-14 00:00:00,ADA/USDT,0.65421,0.65427,0.56917,0.6189,13144026.2519,20942344.5634,6766161.6962,10780470.8449,330432,0.62778
1702425600000,2023-12-13 00:00:00,ADA/USDT,0.57163,0.65579,0.53909,0.65416,16703727.5369,28822069.2299,8563633.9975,14777540.6288,417983,0.58101
1702339200000,2023-12-12 00:00:00,ADA/USDT,0.54468,0.58616,0.53448,0.5716,10551421.5209,18703484.5012,5478324.868,9713573.0682,252464,0.56458
1702252800000,2023-12-11 00:00:00,ADA/USDT,0.58666,0.58915,0.51518,0.54468,16980396.8399,31100572.9224,8800713.8933,16119958.1267,437523,0.54639
1702166400000,2023-12-10 00:00:00,ADA/USDT,0.57587,0.60358,0.56397,0.58672,15546120.6839,26551810.2217,8024643.8548,13705304.1275,379149,0.58556
1702080000000,2023-12-09 00:00:00,ADA/USDT,0.5216,0.62965,0.52159,0.57509,11511723.6427,19432291.7951,6023822.1365,10173104.9477,262029,0.59319
1701993600000,2023-12-08 00:00:00,ADA/USDT,0.4563,0.52635,0.45291,0.5216,12020884.7671,24996400.6634,6420306.8302,13344566.2804,297442,0.48196
1701907200000,2023-12-07 00:00:00,ADA/USDT,0.43625,0.45949,0.4289,0.45652,17976452.7018,40464108.4335,9631845.9522,21683253.5313,457125,0.44438
1701820800000,2023-12-06 00:00:00,ADA/USDT,0.41547,0.44779,0.40569,0.4359,15627345.4899,36371683.7859,8468322.5497,19709218.0494,386326,0.42988
1701734400000,2023-12-05 00:00:00,ADA/USDT,0.40075,0.41991,0.39184,0.41594,16151786.5649,40209015.379,8652119.2909,21538318.8233,386124,0.40186
1701648000000,2023-12-04 00:00:00,ADA/USDT,0.39427,0.40872,0.39162,0.40092,16526263.8569,41443467.5207,8776091.078,22010811.6114,437197,0.3988
1701561600000,2023-12-03 00:00:00,ADA/USDT,0.39362,0.40088,0.38405,0.39426,16800160.8769,42904744.4446,8955355.9154,22870223.5971,426264,0.39159
1701475200000,2023-12-02 00:00:00,ADA/USDT,0.38399,0.39439,0.38169,0.39369,14679071.5996,37943166.0202,7833486.5214,20247761.2372,372761,0.38688
1701388800000,2023-12-01 00:00:00,ADA/USDT,0.37546,0.38446,0.3733,0.38437,15427102.3782,40589870.9234,8198127.3271,21569640.8015,373154,0.38008
1701302400000,2023-11-30 00:00:00,ADA/USDT,0.37905,0.38042,0.36808,0.37545,16812497.1218,44968377.001,8933561.0506,23893734.0311,428019,0.37388
1701216000000,2023-11-29 00:00:00,ADA/USDT,0.38438,0.38653,0.37497,0.37911,18298751.2383,47862420.0288,9828499.322,25707698.4465,468413,0.38233
1701129600000,2023-11-28 00:00:00,ADA/USDT,0.37785,0.38589,0.36943,0.38444,18685836.6456,49410647.4699,9948508.0605,26306540.9564,468494,0.37822
1701043200000,2023-11-27 00:00:00,ADA/USDT,0.38508,0.38956,0.37047,0.37782,17998609.9417,47333705.2433,9523291.1595,25044094.8115,462554,0.38029
1700956800000,2023-11-26 00:00:00,ADA/USDT,0.39052,0.39204,0.37736,0.38502,12565311.8021,32488664.1548,6602045.6732,17071142.1437,325483,0.38678
1700870400000,2023-11-25 00:00:00,ADA/USDT,0.38296,0.39204,0.38159,0.3906,16488400.1255,42614045.6113,8666094.7086,22398640.5382,428911,0.38693
1700784000000,2023-11-24 00:00:00,ADA/USDT,0.38721,0.39708,0.38052,0.38285,15365804.3101,39699118.7222,8135602.521,21019870.3953,394093,0.38709
1700697600000,2023-11-23 00:00:00,ADA/USDT,0.37934,0.38728,0.37574,0.38714,17777680.3253,46606348.6366,9502729.51,24912434.8782,452704,0.38145
1700611200000,2023-11-22 00:00:00,ADA/USDT,0.35635,0.38399,0.35564,0.37937,18690206.65,50422074.4764,10002840.16,26984451.3612,476852,0.37074
1700524800000,2023-11-21 00:00:00,ADA/USDT,0.37988,0.38903,0.35498,0.3572,19260972.8279,51136798.4445,10132547.6605,26909063.676,492221,0.37682
1700438400000,2023-11-20 00:00:00,ADA/USDT,0.38322,0.39926,0.37766,0.37996,15833374.1305,40973570.3819,8362303.2463,21639044.6706,410826,0.38647
1700352000000,2023-11-19 00:00:00,ADA/USDT,0.37666,0.38463,0.36852,0.38338,13084690.7149,34819113.8628,6842504.6891,18209381.1023,333713,0.37581
1700265600000,2023-11-18 00:00:00,ADA/USDT,0.36649,0.37773,0.34844,0.37669,19837472.127,54644454.8556,10432472.8758,28739066.3448,509843,0.36315
1700179200000,2023-11-17 00:00:00,ADA/USDT,0.36974,0.37736,0.35207,0.36646,20918542.3048,56891026.1925,11190221.1999,30434508.9765,539522,0.36776
